Author_id,Author
6056,J M COETZEE
249,ALEX GARLAND
7687,JOY FIELDING
10952,NATHANIEL PHILBRICK
1307,BERNHARD ROBBEN
7740,JUDE WATSON
5060,GEORGE WEINBERG
1771,BSTANDZINRGYAMTSHO
3608,DONALD S LOPEZ
3826,E DONNALL THOMAS JR
13530,SHENA MACKAY
7016,JM ONEILL
14411,TERRY CARR
11703,PENINA KEEN SPINKA
10079,MARY RENAULT
2375,CHRISTIAN BOBIN
6678,JEANDOMINIQUE BAUBY
2913,DANIEL PENNAC
477,AMIN MAALOUF
14276,T A BARRON
6010,ISAK DINESEN
6498,JANET AHLBERG
392,ALLAN AHLBERG
7612,JOSEPH FINDER
2909,DANIEL MCNEILL
10118,MASTER LAM KAMCHUEN
5012,GEORGE ELIOT
4373,ERICA SPINDLER
11942,PHOEBE GLOECKNER
13828,STEPHEN DOBYNS
754,ANNE BISHOP
8245,KAZUO ISHIGURO
8549,LALITA TADEMY
12059,R FORSTER
128,AIMEE LIU
2114,CATHY MAXWELL
5560,HARVEY KARP
1093,BARBARA BRETTON
10614,MIKE ASHLEY
14979,VICTOR GISCHLER
9146,LOREN ESTLEMAN
1257,BEN REHDER
4204,ELLEN F FITZPATRICK
1874,CARL JENSEN
12030,PROJECT CENSORED
14743,TOM TOMORROW
10716,MITCHELL STEPHENS
11728,PETE HAMILL
2852,DAN RATHER
10132,MATT DRUDGE
2734,CROSLAND BROWN
11939,PHILLIP M MARGOLIN
9522,MARCIA MULLER
8057,KASEY MICHAELS
1751,BRUCE ROBINSON
2724,CRAIG SPECTOR
6232,JAMES CAMERON
12640,ROBERT FULGHUM
14117,SUSAN H OKEEFE
7143,JOE ORTON
14891,UTA HAGEN
5564,HASKEL FRANKEL
13780,STELLA RODWAY
4652,FRANCOIS MAURIAC
7653,JOSEPHINE CARR
384,ALISTAIR MACLEAN
11738,PETER BENCHLEY
6034,J D ROBB
1561,BOB UECKER
6223,JAMES BLISH
3446,DIANA WYNNE JONES
7286,JOHN FIRE LAME DEER
6958,JIM BUTCHER
9231,LOWELL BAIR
5876,IAN FLEMING
2740,CURT GENTRY
3836,E L SWANN
9849,MARK SHEPHERD
4961,GENTRY LEE
7505,JOHN VORNHOLT
15546,ZELAZNY
12616,ROBERT DALEY
2084,CATHERINE JONES
13079,RUNNING PRESS
6571,JARED M DIAMOND
5877,IAN FRAZIER
3891,EDAIN MCCOY
7264,JOHN DUFRESNE
4533,FAYRENE PRESTON
12149,RAND MILLER
3223,DAVID WINGROVE
11316,PAMELA NORRIS
6777,JELLOUN
1814,CAELA FARREN
15315,WILLIAM E BLUNDELL
563,ANDREW DELBANCO
9634,MARGUERITE DURAS
11331,PAR LAGERKVIST
281,ALEXANDRA DICK
338,ALICE KAPLAN
7018,JO ANN BEARD
3685,DOROTHEA BRANDE
291,ALEXANDRE DUMAS PÃRE
10201,MAXINE TROTTIER
9784,MARK BRICKLIN
3396,DEREK WILSON
5972,IRIS GADD
12887,ROGER GADD
2859,DANA FULLER ROSS
8437,KIRSTEN BOIE
5149,GILLIAN BUTLER
14771,TONY HOPE
9766,MARJORIE L LLOYD
3066,DAVID FONTANA
10070,MARY NORTON
1333,BETH KRUSH
7136,JOE KRUSH
15497,YAHIYA EMERICK
10388,MICHAEL GANNON
1700,BRINDLEY LOUISE
12831,ROBIN DALTON
8070,KATE DICAMILLO
4543,FELIX SALTEN
12063,R J PINEIRO
2631,COLIN FORBES
11441,PATRICIA SHAW
739,ANNA MARIA ORTESE
13621,SIGRID VAGT
548,ANDREAS BRANDHORST
6018,ITALO CALVINO
11240,OSWALT VON NOSTITZ
11530,PAUL C DOHERTY
4712,FRAUKE BIEHL
13429,SEVIM KABAK
506,AMÉLIE NOTHOMB
15471,WOLFGANG KRIEGE
206,ALASTAIR MACNEILL
207,ALASTAIR MCNEILL
383,ALISTAIR MACLEA
376,ALISON LURIE
11242,OTTO BAYER
5205,GLENN MEADE
15474,WOLFGANG THON
396,ALLAN FOLSOM
3682,DORIT ZINN
11852,PETRA DURSTBENNING
4473,EVA MAASER
6195,JAIME BAYLY
9019,LINDY ARRIAGA DIAZ
8698,LAURENS VAN DER POST
1136,BARBARA MERTZ
2551,CLARA PIERRE
4829,GABRIELE WEBERJARIC
4751,FREDERIK BERGER
13108,RUTH BERGER
11739,PETER BERLING
12049,R CONRAD STEIN
14160,SUSAN R MATTHEWS
8213,KATHY TYERS
6877,JERRY POURNELLE
7278,JOHN F CARR
12919,ROLAND GREEN
6333,JAMES P HOGAN
3567,DON WISMER
1803,C J CHERRYH
4337,ERIC FLINT
3052,DAVID DRAKE
11940,PHILLIP MARGOLIN
8840,LEONARD GOLDBERG
15437,WILLIE MORRIS
11995,PIERS DUDGEON
9741,MARION CRAWFORD
7654,JOSEPHINE COX
4517,FAITH ADDIS
4514,F SCOTT FITZGERALD
13285,SARA BACKER
11008,NEWT SCAMANDER
2250,CHARLES VESS ILLUSTRATOR
4881,GARTH NIX
1375,BETTY LUMSDEN MILNE
11907,PHILIP PLISSON
6427,JAN SIEGEL
15180,WASHINGTON IRVING
2111,CATHY GUISEWITE
2216,CHARLES M SCHULZ
14095,SUSAN COOPER
163,ALAN COBER
3254,DEANNE STILLMAN
8637,LAURA LEVINE
5272,GRAHAM C BARRETT
13073,RUDYARD KIPLING
3541,DON DAILY
6990,JIM RAZZI
2358,CHRIS SCHNABEL
9205,LOUISA M ATCOTT
4931,GAVIN ROWE
5163,GINA INGOGLIA
4629,FRANCESE MATEU
1900,CARLOS COLLODI
5303,GREG HILDEBRANDT
11271,P L WHITNEY
2028,CAROLYN MACKLER
12839,ROBIN JONES GUNN
3258,DEBBIE MACOMBER
13921,STEVE FRIEDMAN
6456,JANE HISSEY
10120,MASTERSON ELEMENTARY STUDENTS
4561,FIRST GRADE STUDENTS
9570,MARGARET LANDON
7866,JULIANNA BAGGOTT
244,ALEX BOESE
15194,WEBB GARRISON
10236,MEGAN MCCAFFERTY
6927,JILL A DAVIS
2232,CHARLES PURDY
5306,GREG JOHNSON
7573,JONATHAN SNOW
14268,SYLVIA THOMPSON
1710,BROOKE SCUDDER
125,AILEEN PATERSON
10743,MOLLY RICE
3106,DAVID IGNATIUS
424,ALLISON PEARSON
7576,JONATHAN TROPPER
6826,JENNY COLGAN
2112,CATHY HOPKINS
10271,MELISSA MILLER
8110,KATHERINE B CHAUNCEY
5015,GEORGE FOREMAN
1369,BETTY CROCKER EDITORS
5287,GRANGE BOOKS ED
12585,ROBERT BLY
12784,ROBERT STRANDQUIST
15002,VICTORIA MORAN
3325,DEBRENA JACKSON GANDY
13202,SALLY WARNER
2901,DANIEL JONES
8076,KATE FREIMAN
4334,ERIC CARLE
9960,MARTY BECKER
1913,CARO
13733,STAN REDDING
4686,FRANK W ABAGNALE
5208,GLENNA MCREYNOLDS
4152,ELIZABETH LOWELL
1247,BEN COHEN
6867,JERRY GREENFIELD
10905,NANCY STEVENS
3342,DELINSKY
14388,TERESA MEDEIROS
2948,DAPHNE ROSE KINGMA
7173,JOHANNA SPYRI
13451,SHARI LEWIS
4619,FRANCES MAYES
12612,ROBERT CRAIS
14137,SUSAN LUDINGTONHOE
14129,SUSAN K GOLANT
7245,JOHN D MACDONALD
8560,LANDRUM B SHETTLES
3139,DAVID M RORVIK
13516,SHELLEY AUSTIN KASTNER
4609,FRANCES H BURNETT
12855,ROBIN WELLS
9318,LYNN ERICKSON
7268,JOHN E SARNO
14838,TRUDI PACTER
12041,QUINN T EVANS
6496,JANELLE TAYLOR
12790,ROBERT TALLANT
7732,JUAN KATTANIBARRA
13579,SHIRLEY HAZZARD
4540,FELICITY TROTMAN
4520,FALCON TRAVIS
2325,CHIP LOVITT
5517,HARRIET GREY
1772,BUD GARDNER
12563,ROBERT A WILSON
13748,STANLEY MARCUS
11258,OWEN PARRY
10495,MICHAEL PERRY
2288,CHELSEA QUINN YARBRO
4754,FREEMAN PATTERSON
9443,MALCOLM GLADWELL
6923,JIDDU KRISHNAMURTI
15311,WILLIAM DALRYMPLE
11560,PAUL HOFFMAN
3805,DUNCAN J WATTS
13347,SARINA SINGH
10580,MICHELLE COXALL
13058,ROYINA GREWAL
5929,INEZ MCALISTER FABER
3715,DOTTIE MCDOWELL
7665,JOSH MCDOWELL
3159,DAVID N WEISS
13188,SALLY BEAUMAN
11609,PAUL SOLOTAROFF
11832,PETER SINGER
15101,W Y EVANSWENTZ
8551,LAMA ANAGARIKA GOVINDA
13663,SIR JOHN
4668,FRANK GODWIN
5680,HENRIK IBSEN
6322,JAMES MCFARLANE
6833,JENS
9622,MARGO CULLEY
2785,D C R A GOONETILLEKE
4263,EM FORSTER
7281,JOHN F MCGRADY
11345,PAT CONROY
11135,NORAH LOFTS
14235,SUZANNE STREMPEK SHEA
12552,ROBB FORMAN DEW
4355,ERIC NYLUND
10367,MICHAEL D WARDEN
14533,THOMAS J STANLEY
15309,WILLIAM D DANKO
13005,ROSELLEN BROWN
12066,R K NARAYAN
5030,GEORGE MACKAY BROWN
13713,SPIKE MILLIGAN
14561,THOMAS PAINE
5683,HENRY COLLINS
7417,JOHN N DAVIE
3195,DAVID SKILTON
4,A ALVAREZ
17,A J HILL
13474,SHARON SALA
11679,PEGGY MORELAND
11626,PAULA DETMER RIGGS
5343,GUIDEPOSTS MAGAZINE
9699,MARIE WATTS
7686,JOY DARIEN
1472,BILL RICHARDSON
6933,JILL CONNER BROWNE
8122,KATHERINE ONEAL
13560,SHERWOOD ANDERSON
499,AMY PAULSEN
11128,NONE
7836,JULIA ALVAREZ
2477,CHRISTOPHER REICH
9996,MARY CANTWELL
13765,STEFAN FATSIS
10437,MICHAEL KINSLEY
5701,HENTOFF
3256,DEBBIE DADEY
9526,MARCIA T JONES
3765,DR CHARLES F STANLEY
12500,RICK CARSON
4441,ETH CLIFFORD
1991,CAROLINE B COONEY
11017,NICCOLO AMMANITI
7561,JONATHAN HUNT
15126,WALTER DEAN MYERS
2344,CHRIS FABRY
14163,SUSAN RICHARDS SHREVE
6316,JAMES MARSHALL
3922,EDITH NESBIT
12710,ROBERT L VENINGA
6561,JANIS ARNOLD
2509,CINDY BONNER
5445,HANNAH CRAFTS
5689,HENRY LOUIS GATES JR
6972,JIM GRIMSLEY
12774,ROBERT SIEGEL
11221,ONION STAFF
12457,RICHARD SCARRY
10600,MICKEY SPILLANE
7350,JOHN KNOWLES
3088,DAVID HALBERSTAM
15260,WILL FERGUSON
5875,IAN FERGUSON
1962,CAROL OFF
5019,GEORGE GIBIAN
9221,LOUISE MAUDE
1058,AYLMER MAUD
866,ANTHONY LANE
7345,JOHN KENNEDY TOOLE
15104,WALKER PERCY
12336,RICHARD BLOW
9033,LISA BEAMER
8278,KEN ABRAHAM
3203,DAVID SUZUKI
7238,JOHN CONNELLY
7015,JM MORRIS
13294,SARA LEWIS
3569,DONADA PETERS
12275,RENEE
10601,MICKEY ZUCKER REICHERT
8775,LEE HOGAN
7775,JUDITH MILLER
13832,STEPHEN ENGELBERG
15295,WILLIAM BROAD
14295,T R PEARSON
1478,BILL SCHULTHEIS
2369,CHRISTA WORTHINGTON
12326,RICHARD BACHMAN
15251,WILBUR WITT
5867,IAIN LAWRENCE
11850,PETER WRIGHT
10088,MARY STEWART
5250,GORE VIDAL
10734,MOLLY COCHRAN
15175,WARREN MURPHY
6960,JIM COLLINS
12753,ROBERT PIRSIG
14834,TROON MCALLISTER
2321,CHINA MIEVILLE
2151,CHANGRAE LEE
14691,TOM BRADBY
7003,JIMMY BRESLIN
70,ADAM HASLETT
15005,VICTORIA PRICE
9095,LLOYD ALEXANDER
819,ANNELIE ORTMANNS
2790,D E ROGERS
3753,DOUGLAS ROBINSON
10662,MILLENIA BLACK
8713,LAURIE FOX
15222,WENDY NORTHCUTT
9938,MARTIN MULL
417,ALLEN RUCKER
13062,RUBIN CARTER
11750,PETER CAREY
2507,CINAMMON BURKE
11941,PHOEBE CONN
12987,ROSALIND LAKER
10065,MARY MCMULLEN
782,ANNE L SQUIREBURESH
10308,MERRILL MILLER
10908,NANCY THAYER
5852,HUNTER S THOMPSON
8016,KAREN SCALF LINAMEN
1836,CAMILLE CAUTI
9285,LUTHER BLISSETT
5661,HELGA SCHNEIDER
13482,SHAUN WHITESIDE
12346,RICHARD CRAZE
6583,JAVIER CERCAS
4075,ELISABETH BEYER
235,ALEKSANDAR GRUJICIC
2260,CHARLOTTE A ALEXANDER
3350,DELTA BURKE
296,ALEXIS LIPSITZ
10426,MICHAEL JOHNSTON
2474,CHRISTOPHER PIKE
12778,ROBERT SIMPSON
10324,MICHAEL A MARTIN
608,ANDY MANGELS
5582,HEATHER JARMAN
3172,DAVID R GEORGE III
4832,GABRIELLE DE CUIR
12177,RAY GARTON
7782,JUDITH REEVESSTEVENS
4872,GARFIELD REE
7781,JUDITH REEVESSTEVEN
4873,GARFIELD REEV
4645,FRANCIS SCOTT FITZGERALD
6188,JACQUES TOURNIER
8082,KATE MCMULLAN
6407,JAN BURKE
3881,ED LAING
10323,MICHAEL A KAHN
2409,CHRISTINE GREEN
8904,LEWIS NORDAN
15313,WILLIAM DIEHL
7840,JULIA FENTON
14965,VICKI A BRADY
8967,LINDA DOBSON
1532,BOB BARNES
9969,MARVIN ALLEN
3737,DOUGLAS HOBBIE
5255,GOWER
902,ANTONY SHER
10759,MONIKA ELWENSPOEK
7734,JUAN RAMON JIMENEZ
6133,JACK WELCH
7181,JOHN A BYRNE
2656,CONARI PRESS
3234,DAWNA MARKOVA
526,ANDRE DUBUS III
12303,RIA FEHLAU
11004,NEW LINE PRODUCTIONS
14735,TOM SHALES
6213,JAMES ANDREW MILLER
2270,CHARLOTTE HUGHES
12649,ROBERT GOLDSBOROUGH
6794,JENNIFER BLAKE
742,ANNA PAVORD
13393,SD PERRY
7483,JOHN STRALEY
6749,JEFF ROVIN
7837,JULIA BELL
11584,PAUL MAGRS
584,ANDREW MOTION
3818,E A ELLIS
12739,ROBERT MUNSCH
13498,SHEILA MCGRAW
12851,ROBIN QUIVERS
11162,NORMAN MACLEAN
13153,S E HINTON
7318,JOHN GUNTHER
12444,RICHARD PRESTON
8813,LENNY FLANK
7684,JOY ADAMSON
5038,GEORGE PAGE
10838,NAGUIB MAHFOUZ
14305,TAGREID ABUHASSABO
15199,WEI HUI
2087,CATHERINE LANDIS
452,AMANDA EYRE WARD
12094,RACHEL CARSON
8990,LINDA LEAR
14768,TONY HAWKS
9011,LINDSAY CLARKE
8030,KARIN MCQUILLAN
504,AMY THOMSON
8631,LAURA JOH ROWLAND
9760,MARJORIE B KELLOGG
9761,MARJORIE BRADLEY KELLOGG
7113,JODY LEE
7947,KAGE BAKER
3034,DAVID CLEMENTDAVIES
12108,RACHEL POLLACK
4284,EMILY JENKINS
10705,MIRIKA MAYO CORNELIUS
14980,VICTOR H KRULAK
2248,CHARLES TOMLINSON
9980,MARY ANN LAMANNA
114,AGNES RIEDMANN
10376,MICHAEL DROSNIN
7464,JOHN SEARLES
1939,CAROL GRACE
14740,TOM STONE
13535,SHERI REYNOLDS
1572,BONNIE BLUH
5219,GLORIA MURPHY
11358,PAT SHIPMAN
3612,DONALD SERRELL THOMAS
1265,BENEDICT FREEDMAN
10862,NANCY FREEDMAN
4104,ELIZABETH BERG
13039,ROXANA ROBINSON
15274,WILLARD SCOTT
1427,BILL CRIDER
8716,LAURIE GRAHAM
761,ANNE D LECLAIRE
11335,PARNELL HALL
2068,CATHERINE ANDERSON
11090,NIKKI RIVERS
8162,KATHLEEN OREILLY
7805,JUDY CHRISTENBERRY
10804,MURIEL JENSEN
14661,TINA LEONARD
4293,EMMA CRAIG
10896,NANCY PEARL
14642,TIM WINTON
6971,JIM FERGUS
12154,RANDALL ROBINSON
6987,JIM MARRS
3999,EDWIN A ABBOTT
15417,WILLIAM SYDNEY PORTER
13438,SHANE WELLER
10406,MICHAEL HENRY HEIM
15191,WAYNE WEIBLE
14351,TC BOYLE
1841,CAMILO JOSE CELA
864,ANTHONY KERRIGAN
6842,JEREMY HARWOOD
13636,SIMON FIELDING
5152,GILLIAN EMERSONROBE
7000,JIM UNDERWOOD
11667,PEARL CLEAGE
9871,MARLO MORGAN
4911,GARY MEIER
5218,GLORIA MEIER
4414,ERNEST HILLEN
3335,DEIRDRE MADDEN
12888,ROGER HARGREAVES
13777,STELLA BRAAM
5553,HARTMUT BIEG
1146,BARBARA PIERCE
3508,DINAH MCCALL
1324,BERTRICE SMALL
8207,KATHY LOVE
9060,LISA PLUMLEY
1818,CAIT LONDON
8675,LAUREN BARATZLOGSTED
839,ANNIE GOTTLIEB
13675,SLOBODAN D PESIC
14971,VICKI LEWIS THOMPSON
14773,TONY JOHNSTON
12269,RENE BARJAVEL
8303,KEN MUNRO
9088,LIZ SMITH PARKHURST
12869,ROD LORENZ
14539,THOMAS KING
5472,HANSJÖRG SCHNEIDER
1598,BOTHO STRAUSS
4396,ERIKA BURKART
4758,FREYA VON MOLTKE
12261,REINHARD DELAU
5473,HANSLUDWIG BÖHME
2403,CHRISTINA VIRAGH
6190,JACQUES WIRZ
10338,MICHAEL BAYER
11137,NORBER
8958,LINDA BROWER MEEKS
11897,PHILIP HEIT
12163,RANDY M PAGE
11582,PAUL LUKAS
4772,FRITJOF CAPRA
14043,SUANNE KELMAN
7463,JOHN SEABROOK
9027,LIONEL TIGER
5422,HAL NIEDZVIECKI
4409,ERNEST BECKER
14006,STIG BJORKMAN
14612,TIM BURTON
13941,STEVE MOSS
14630,TIM LOTT
6307,JAMES M CAIN
2973,DASHIELL HAMMETT
1268,BENJAMIN ANASTAS
7596,JOSE SARAMAGO
5177,GIOVANNI PONTIERO
6154,JACOB GRIMM
15253,WILHELM GRIMM
6137,JACK ZIPES
993,ARTHUR NERSESIAN
15138,WALTER KIRN
13040,ROXANNE HENKE
15213,WENDY CORSI STAUB
7672,JOSHUA PIVEN
5844,HUGH ROSS WILLIAMSON
2518,CINDY RIBARICH
14216,SUZANNE DELZIO
1449,BILL LESSARD
13911,STEVE BALDWIN
5503,HAROLD SCHECHTER
8864,LESLEY ADKINS
13044,ROY ADKINS
5879,IAN GIBSON
6404,JAN BONDESON
12414,RICHARD M STALLMAN
8737,LAWRENCE LESSIG
7666,JOSHUA GAY
8612,LAU
14930,VAUGHN BULLARD
8372,KEVIN T SMITH
10350,MICHAEL C DACONTA
10021,MARY GENTLE
11896,PHILIP HAZEL
12334,RICHARD BIRD
14633,TIM OBRIEN
13901,STEPHEN WILLIAMS
11124,NOEL PERRIN
9773,MARJORY WUNSCH
10931,NATALIE ANGIER
14621,TIM FOLGER
859,ANTHONY EVERITT
2352,CHRIS KRESKI
10418,MICHAEL J NELSON
13865,STEPHEN KENDRICK
2990,DAVE MCKEAN
12152,RANDALL KENNEDY
12866,ROCHELLE MORTON
6742,JEFF KELLY
14544,THOMAS LYNCH
8592,LARRY L KING
1255,BEN MACINTYRE
3137,DAVID M FRIEDMAN
2306,CHERYL RILLY
3086,DAVID HAGBERG
4464,EUGENIA PRICE
3985,EDWARD MCNALL BURNS
13734,STANDISH MEACHAM
12625,ROBERT E LER
13957,STEVEN ALTER
15493,XAVIER PATIER
6187,JACQUES SERGUINE
5664,HELGE SCHNEIDER
3562,DON ROBERTS
10476,MICHAEL MOJHER
656,ANITA DESAI
5188,GLADYS TAYLOR
6731,JEFF BURGESS
15086,W P KINSELLA
14789,TOR SEIDLER
15054,VIVIAN VANDE VELDE
4842,GAIL BOWEN
4697,FRANZ KAFKA
13665,SIR RICHARD FRANCIS BURTON
5045,GEORGE RR MARTIN
8103,KATHE KOJA
3719,DOUG LANSKY
2008,CAROLINE RIVOLIER
13168,S WHITE
7767,JUDITH KRANTZ
12433,RICHARD P HENRICK
7167,JOHANNA KINGSLEY
8723,LAURIE NOTARO
14346,TAYLOR CALDWELL
7838,JULIA CAMERON
9811,MARK GRIFFIN
14488,THERON WALKER
4173,ELIZABETH POWERS
498,AMY MANDELKER
9222,LOUISE PERROTTA
5162,GINA FONTANA
4544,FERDINAND G MAHFOOD
14051,SUE ELLEN COOPER
547,ANDREA REEKSTIN
12450,RICHARD ROHR
7632,JOSEPH MARTOS
6203,JAMAICA KINCAID
11546,PAUL FLEISCHMAN
8179,KATHRYN JACOBI
9628,MARGOT LIVESEY
2100,CATHI HANAUER
9585,MARGARET MOORMAN
10747,MONICA ALI
7995,KAREN JOY FOWLER
10321,MICAH SPARKS
9130,LOLLY WINSTON
14150,SUSAN MINOT
2280,CHARLOTTE VALE ALLEN
2113,CATHY KELLY
3947,EDUARDO GALEANO
6553,JANICE LAW
7758,JUDITH HAWKES
6287,JAMES JENNINGS
6621,JEAN BAUDRILLARD
7854,JULIA WITWER
440,ALVIN SCHWARTZ
13839,STEPHEN GAMMELL
10282,MELVIN BURGESS
10969,NEALE DONALD WALSCH
6527,JANET PEERY
12565,ROBERT ALEXANDER
904,ANTWONE Q FISHER
10674,MIM E RIVAS
4715,FRED CHAPPELL
4621,FRANCES PARK
1996,CAROLINE GORDON
14656,TIMOTHY ZAHN
11191,OCORK
8591,LARRY KIRK
5093,GERALD SCARFE
13913,STEVE BELL
9785,MARK BRYANT
14755,TONI GOFFE
5678,HENRIETTA STICKLAND
10651,MILAN RAI
9466,MANDY WAGSTAFF
6645,JEAN LIEDLOFF
15268,WILL SELF
7356,JOHN LANCHESTER
10773,MORIHEI UESHIBA
7480,JOHN STEVENS
13985,STEVEN PRESSFIELD
1213,BB HILLER
9177,LORRIE MOORE
8277,KEN  FOLLETT
1732,BRUCE H WILKINSON
9544,MARELE DAY
12840,ROBIN KLEIN
3061,DAVID FINN
1816,CAFI COHEN
3704,DOROTHY MOORE
12201,RAYMOND MOORE
9261,LUCY JO PALLADINO
2920,DANIEL SILVA
12564,ROBERT ADAMS
8294,KEN KELLY
5550,HARRY TURTLEDOVE
12665,ROBERT HARRIS
15157,WALTER TEVIS
15160,WALTER WANGERIN JR
11001,NEVIL SHUTE
2673,CONRAD BLACK
1645,BRIAN ALDISS
6818,JENNIFER NIVEN
13848,STEPHEN HAWKING
1674,BRIAN MACARTHUR
12316,RICHARD A KNAAK
7646,JOSEPH STANISLAW
5724,HERMAN WOUK
2896,DANIEL HOOD
5349,GUNTER BÖHMER
1702,BRITTA HERZ
14520,THOMAS FINN
8052,KARLHEINZ WITZKO
11764,PETER F HAMILTON
5964,IRENE M PASCOE
489,AMY GOLDMAN KOSS
13785,STEPHANIE BARRON
15422,WILLIAM W HEWITT
10694,MIRCEA ELIADE
7519,JOHN WYNDHAM
15293,WILLIAM BOYD
7378,JOHN M COHEN
9816,MARK J COHEN
2791,D G A WHITTEN
15239,WG
15240,WG MOORE MOORE
4767,FRIEDRICH NIETZSCHE
12061,R J HOLLINGDALE
965,ARRR ROBERTS
5397,H LEIGHTON STEWARD
10425,MICHAEL JH TAYLOR
3154,DAVID MONDEY
10762,MONIQUE ROFFEY
11741,PETER BLEKSLEY
13239,SANDERSON BLACK
11336,PARRAGON
1360,BETTER HOMES AMP
4868,GARDENS
7053,JOAN LEWIS
9311,LYNETTE CHIL
1648,BRIAN COLE
2792,D GRIFFITH
14713,TOM HOLLAND
1214,BEA REITER
209,ALBERT BICHLER
5793,HORST HERZIG
14659,TINA HERZIG
6945,JILL REMAINS
10938,NATALIE ZEMON DAVIS
11129,NORA EPHRON
5910,ILLIAD
1543,BOB HERBSTMAN
5911,ILLIAD FRAZER JD
10863,NANCY FRIDAY
458,AMANDA QUICK
5223,GLORIA STEINEM
9038,LISA CAREY
7102,JOANNE ROCK
611,ANDY RATHBONE
15346,WILLIAM J BENNETT
12435,RICHARD PARRISH
14823,TREVANIAN
160,ALAN BULLOCK
10313,MEWA RAMGOBIN
9181,LOU DUBOSE
8789,LEGS MCNEIL
5154,GILLIAN MCCAIN
13811,STEPHEN BAKER
6145,JACKIE GEYER
9349,LYNNE WITHEY
4565,FLAVIUS JOSEPHUS
1381,BETTY RADICE
7856,JULIAN BARNES
8507,KURT WAGENSEIL
14592,THUCYDIDES
13972,STEVEN LATTIMORE
7134,JOE KLEIN
7040,JOAN DIDION
14674,TODD GITLIN
13967,STEVEN FRASER
10986,NEIL POSTMAN
11354,PAT ROBERTSON
4560,FIROOZEH DUMAS
12996,ROSAMUNDE PILCHER
2104,CATHLEEN SCHINE
4634,FRANCINE PROSE
15314,WILLIAM DIETRICH
13064,RUBY JEAN JENSEN
7256,JOHN DERBYSHIRE
14489,THICH NHAT HANH
11801,PETER LEVITT
6882,JERRY SPINELLI
6767,JEFFREY HUDSON
1156,BARBARA SERANELLA
327,ALICE BLANCHARD
14802,TRACEY WEST
9567,MARGARET GEORGE
9188,LOUIS BEGLEY
4184,ELIZABETH VON ARNIM
9723,MARILYN WALLACE
1833,CAMERON TUTTLE
14193,SUSANNAH BETTAG
14291,T JEFFERSON PARKER
12737,ROBERT MORGAN
11569,PAUL KEMPRECOS
6513,JANET GROENE
5238,GORDON GROENE
4339,ERIC GARCIA
14031,STUART PAWSON
12686,ROBERT J RINGER
4893,GARY BRAVER
13816,STEPHEN C GEORGE
8337,KENNETH WINSTON CAINE
10288,MENS HEAL
13919,STEVE ETTLINGER
6354,JAMES S THAYER
8487,KRISTIANA GREGORY
57,ABRAHAM VERGHESE
12838,ROBIN JARVIS
2627,COLIN DANN
14884,URSULA MORAY WILLIAMS
13324,SARAH MLYNOWSKI
10340,MICHAEL BERGIN
8018,KAREN TEMPLETON
8992,LINDA LENHOFF
2532,CLAIRE COOK
8688,LAUREN WEISBERGER
7311,JOHN GRAY
13624,SILVANA KLEIN
3515,DIRK VAN GUNSTEREN
14174,SUSAN SONTAG
12262,REINHARD KAISER
11790,PETER K WEHRLI
4774,FRITZ KRENN
14734,TOM SHACHTMAN
15167,WARIS DIRIE
2103,CATHLEEN MILLER
877,ANTOINE BELLO
2579,CLAUDIA KALSCHEUER
15229,WERNER BURCKHARDT
14948,VERENA KOCH
5596,HEIKE GEISSLER
8454,KLAAS HUIZING
5939,INGRID NOLL
7931,JÜRGEN ABEL
2926,DANIELA HUZLY
5320,GREGOR GYSI
2139,CELIA FREMLIN
9536,MARCUS GEISS AND HENNING STEGELMANN
12521,RISA MICKENBERG
7092,JOANNE DUGAN
1644,BRIAN
11620,PAUL ZINDEL
344,ALICE MILLER
11920,PHILIP ZALESKI
11567,PAUL KAUFMAN
3375,DENNIS COVINGTON
5344,GUIDO ECKERT
13666,SIRI HUSTVEDT
5064,GEORGES MONTFOREZ
881,ANTOINE DE SAINTEXUPÉRY
5743,HIGGINS CLARK
2488,CHRISTOPHER WALLACE
8500,KUNSTMUSEUM BASEL
12922,ROLF FJELDE
6860,JERRI CORGIAT
7249,JOHN DALTON
12420,RICHARD MATHESON
9765,MARJORIE HUDSON
9380,M NELSON CHUNDER
7965,KARANJIT SIYAN
2347,CHRIS HARE
15209,WENDELL ODOM
4781,FROMMER
10628,MIKE LUPICA
5917,ILYA ILF
4460,EUGENE PETROV
4501,EVGENII PETROV
3958,EDWARD BUNKER
15496,YAAKOV SHABTAI
12306,RICARDA JUNGE
1527,BO HAMPTON
9821,MARK KNEECE
570,ANDREW H VACHSS
2092,CATHERINE MILLET
98,ADRIANA HUNTER
221,ALBERT SCHWARZENBACH
767,ANNE FADIMAN
2454,CHRISTOPHER FRAYLING
3898,EDGAR ALLAN POE
5341,GROFF CONKLIN
5983,IRV DOCKTOR
1826,CALVIN TOMKINS
1370,BETTY EDWARDS
1300,BERNARD P CHAMBERLAIN
9128,LOLA LEMIRE TOSTEVIN
11083,NIGEL TRANTER
5245,GORDON R DICKSON
7694,JOY WILT BERRY
8695,LAURENCE SHAMES
10565,MICHELE DUNAWAY
10304,MERLINE LOVELACE
5583,HEATHER MACALLISTER
3315,DEBRA DIXON
3314,DEBRA CARROLL
10048,MARY KIRK
7160,JOEY LIGHT
